Descriptor,Importance
ATSC7d,0.0005485068568730862
ATSC5c,0.0005459279213051415
Xch-6dv,0.0005459185910199188
mZagreb1,0.0005455076990574243
AATSC4v,0.000545263920936855
BCUTd-1l,0.000542896929720264
EState_VSA9,0.0005427435756323718
AATSC5s,0.0005421012962560218
SpMax_Dzv,0.0005420695502896552
BIC4,0.0005409105155002406
GGI2,0.00054025516892114
AXp-7d,0.0005399370406738768
AATS0se,0.0005399359242623295
ATS4d,0.0005392911179183795
MAXssNH,0.0005388748158739172
SIC2,0.0005386088092117696
IC1,0.0005314195014060098
ATSC8p,0.0005304952514582649
MDEC-14,0.0005300991035033488
ATS3p,0.0005300695737216968
ATSC7i,0.0005288735183577548
MAXdsCH,0.0005284475192470409
SpAbs_Dzp,0.0005273508640851374
MATS8se,0.000527261670155106
ATS4are,0.0005257043988179957
C3SP2,0.000524427999772528
nN,0.0005231512445590552
ETA_shape_x,0.0005231389004097774
ATS6p,0.0005221358190518207
SpDiam_Dzare,0.0005220848540509682
MINaaCH,0.0005217606705283655
MATS6s,0.0005206849861472788
GATS8Z,0.0005199000161293412
MINaasC,0.0005196935640055641
ATS0pe,0.000516589013465477
SpMAD_Dzare,0.0005160921248953727
MATS5d,0.000516039019018911
AATSC8Z,0.000516004812189965
MATS4s,0.0005157825657019049
MATS7v,0.0005142659484990728
MATS1d,0.0005117413013134571
ETA_epsilon_3,0.00051107770959717
TMWC10,0.0005079437690379354
AATS0pe,0.0005059721415728808
ATSC3se,0.0005045685745232434
VR3_Dzare,0.0005041230604455685
GATS6c,0.0005032832023278203
MATS8are,0.0005028478838816165
VR1_Dzpe,0.0005027680806696139
GATS6s,0.000502490873465584
MATS2p,0.0005023037686864702
AETA_beta_ns,0.0005016797251051886
nAromAtom,0.000501343101266275
VR3_DzZ,0.0005011904912942056
GATS4pe,0.0005006059297611648
AATS7v,0.0005005604948381819
ETA_eta_FL,0.000498915768009408
ATS3m,0.0004987550545671226
AATS7i,0.0004978494403905819
AATSC5pe,0.0004977607752563714
Radius,0.0004967358876653085
GATS5v,0.000496357038624376
MDEO-12,0.0004961947867559027
ATS2d,0.0004951157235175505
AATSC6se,0.0004950347033861072
VE2_Dzv,0.0004947289339586456
ETA_dEpsilon_C,0.0004941353636991529
ETA_eta,0.0004912961923780456
AATSC5c,0.000490612060488976
ATS4Z,0.000490391555432123
Xch-5dv,0.0004903736943138047
Xc-3d,0.0004893292806617474
MDEC-23,0.000487871999457748
ETA_shape_y,0.00048757829807905093
bpol,0.00048667540168457536
MATS2are,0.0004856434867752098
ATSC4dv,0.00048348900911799296
NdssC,0.0004830406606425916
ATSC7Z,0.000481277219181961
MATS5p,0.0004811246557119184
Sv,0.0004771358787155094
AATSC0dv,0.0004769708002826452
CIC2,0.0004766112153185211
VR3_Dzp,0.00047540567095536097
Xp-6dv,0.00047429875579597664
naRing,0.0004705381372148526
ATSC5pe,0.0004692222412488248
VE2_Dzse,0.0004687648128465536
